"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
1/04/2019 01:00,8.8,3.7,14.6,1.008
1/04/2019 02:00,6.4,4.8,15.0,1.008
1/04/2019 03:00,9.0,4.6,14.8,1.008
1/04/2019 04:00,7.7,4.4,14.8,1.008
1/04/2019 05:00,11.2,2.7,14.7,1.008
1/04/2019 06:00,9.0,3.0,14.6,1.009
1/04/2019 07:00,13.7,7.3,14.5,1.010
1/04/2019 08:00,11.7,,15.1,1.010
1/04/2019 09:00,8.6,10.4,16.6,1.011
1/04/2019 10:00,10.1,4.9,17.2,1.011
1/04/2019 11:00,8.9,-0.2,20.7,1.011
1/04/2019 12:00,7.5,4.0,22.3,1.010
1/04/2019 13:00,10.7,6.8,21.9,1.010
1/04/2019 14:00,12.9,8.2,19.7,1.009
1/04/2019 15:00,9.7,0.3,18.9,1.008
1/04/2019 16:00,7.8,3.5,18.9,1.008
1/04/2019 17:00,9.1,4.7,18.8,1.008
1/04/2019 18:00,7.2,,17.9,1.008
1/04/2019 19:00,12.3,0.8,17.5,1.008
1/04/2019 20:00,9.3,6.3,16.5,1.009
1/04/2019 21:00,9.9,1.4,15.7,1.009
1/04/2019 22:00,8.6,4.3,15.1,1.010
1/04/2019 23:00,8.9,0.9,14.8,1.009
2/04/2019 00:00,5.6,3.5,14.3,1.009
2/04/2019 01:00,7.2,2.4,14.1,1.009
2/04/2019 02:00,8.5,4.1,13.7,1.008
2/04/2019 03:00,9.1,2.0,12.7,1.008
2/04/2019 04:00,7.5,2.7,12.3,1.007
2/04/2019 05:00,11.7,3.2,12.4,1.007
2/04/2019 06:00,11.5,4.0,13.8,1.008
2/04/2019 07:00,10.7,5.7,14.4,1.008
2/04/2019 08:00,14.0,6.9,14.6,1.009
2/04/2019 09:00,11.0,2.6,17.6,1.009
2/04/2019 10:00,12.3,4.9,20.1,1.008
2/04/2019 11:00,14.3,2.0,25.2,1.008
2/04/2019 12:00,15.1,0.4,26.9,1.007
2/04/2019 13:00,19.6,4.3,27.6,1.007
