"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
1/05/2018 01:00,21.3,9.0,16.9,1.003
1/05/2018 02:00,14.7,6.5,16.3,1.003
1/05/2018 03:00,21.1,14.3,15.7,1.003
1/05/2018 04:00,20.6,12.5,15.7,1.002
1/05/2018 05:00,20.7,17.8,16.0,1.002
1/05/2018 06:00,19.6,11.3,15.8,1.002
1/05/2018 07:00,17.1,7.7,16.0,1.001
1/05/2018 08:00,17.0,-1.3,16.5,1.002
1/05/2018 09:00,21.5,11.8,17.3,1.002
1/05/2018 10:00,34.0,17.6,19.0,1.002
1/05/2018 11:00,18.2,,23.5,1.002
1/05/2018 12:00,29.5,8.9,24.4,1.001
1/05/2018 13:00,25.6,14.5,23.2,0.999
1/05/2018 14:00,28.7,9.2,23.0,0.998
1/05/2018 15:00,33.9,13.2,22.3,0.998
1/05/2018 16:00,33.1,,21.7,0.998
1/05/2018 17:00,19.8,,21.4,0.997
1/05/2018 18:00,28.3,4.6,20.4,0.997
1/05/2018 19:00,29.0,14.7,18.9,0.998
1/05/2018 20:00,28.7,10.2,18.3,0.997
1/05/2018 21:00,21.2,13.1,18.0,0.997
1/05/2018 22:00,26.1,21.8,17.9,0.997
1/05/2018 23:00,32.9,20.6,17.6,0.996
2/05/2018 00:00,,,17.5,0.996
2/05/2018 01:00,18.2,17.2,17.1,0.996
2/05/2018 02:00,26.6,8.9,16.8,0.995
2/05/2018 03:00,18.6,10.3,16.4,0.995
2/05/2018 04:00,20.8,11.4,16.0,0.995
2/05/2018 05:00,17.3,11.7,16.1,0.994
2/05/2018 06:00,29.1,6.7,16.5,0.994
2/05/2018 07:00,14.7,12.1,15.7,0.994
2/05/2018 08:00,30.5,,16.3,0.994
2/05/2018 09:00,24.1,4.7,17.6,0.994
2/05/2018 10:00,21.4,8.9,19.1,0.994
2/05/2018 11:00,19.6,6.8,22.9,0.994
2/05/2018 12:00,28.5,7.0,24.3,0.992
2/05/2018 13:00,31.5,5.3,25.7,0.991
2/05/2018 14:00,46.4,6.2,25.2,0.990
2/05/2018 15:00,36.5,9.4,25.4,0.990
2/05/2018 16:00,50.7,23.9,25.4,0.989
2/05/2018 17:00,39.8,16.8,24.2,0.989
2/05/2018 18:00,51.3,12.5,22.9,0.989
2/05/2018 19:00,41.4,10.5,21.6,0.989
2/05/2018 20:00,49.8,18.8,21.1,0.989
2/05/2018 21:00,38.1,12.7,21.7,0.989
2/05/2018 22:00,30.8,6.1,22.3,0.989
2/05/2018 23:00,28.1,6.3,23.3,0.989
3/05/2018 00:00,35.1,17.3,22.4,0.990
3/05/2018 01:00,3.3,,19.6,0.991
3/05/2018 02:00,14.7,-1.2,17.6,0.990
3/05/2018 03:00,13.6,,16.9,0.990
3/05/2018 04:00,13.2,5.6,16.6,0.989
3/05/2018 05:00,10.7,10.4,16.5,0.988
3/05/2018 06:00,8.6,13.3,16.4,0.988
3/05/2018 07:00,8.7,13.0,16.1,0.988
3/05/2018 08:00,,,16.0,0.988
3/05/2018 09:00,9.2,,16.7,0.988
3/05/2018 10:00,3.3,9.2,16.3,0.988
3/05/2018 11:00,11.5,9.0,15.1,0.988
3/05/2018 12:00,15.4,16.3,14.5,0.989
3/05/2018 13:00,11.7,10.7,14.2,0.988
3/05/2018 14:00,5.2,,15.4,0.988
3/05/2018 15:00,19.1,,16.5,0.987
3/05/2018 16:00,17.7,12.1,16.9,0.988
3/05/2018 17:00,29.1,27.6,13.7,0.988
3/05/2018 18:00,12.2,,14.0,0.989
3/05/2018 19:00,,,14.7,0.990
3/05/2018 20:00,32.1,12.6,14.9,0.990
3/05/2018 21:00,17.9,6.4,14.8,0.991
3/05/2018 22:00,20.7,5.4,13.4,0.991
3/05/2018 23:00,12.3,5.7,12.5,0.992
4/05/2018 00:00,5.4,,12.9,0.992
4/05/2018 01:00,21.2,12.1,11.8,0.992
4/05/2018 02:00,33.6,13.3,13.5,0.993
4/05/2018 03:00,20.4,,14.0,0.993
4/05/2018 04:00,28.4,9.5,13.1,0.994
4/05/2018 05:00,14.5,3.2,12.9,0.995
4/05/2018 06:00,10.6,3.2,12.1,0.996
4/05/2018 07:00,19.8,8.3,13.9,0.996
4/05/2018 08:00,27.5,,13.5,0.998
4/05/2018 09:00,25.9,11.7,15.2,0.999
4/05/2018 10:00,23.4,11.0,16.0,1.000
4/05/2018 11:00,22.4,6.1,17.8,1.001
4/05/2018 12:00,22.9,5.4,18.3,1.001
4/05/2018 13:00,23.2,4.2,17.7,1.001
4/05/2018 14:00,4.2,,17.0,1.001
4/05/2018 15:00,11.6,,17.8,1.001
4/05/2018 16:00,18.2,,17.7,1.002
4/05/2018 17:00,17.6,1.4,17.4,1.003
4/05/2018 18:00,17.6,5.4,16.9,1.003
4/05/2018 19:00,28.7,8.4,16.6,1.004
4/05/2018 20:00,34.2,17.2,16.2,1.005
4/05/2018 21:00,36.8,22.0,15.7,1.005
4/05/2018 22:00,27.4,2.3,15.3,1.005
4/05/2018 23:00,23.7,3.3,15.2,1.006
5/05/2018 00:00,,,14.2,1.006
5/05/2018 01:00,27.6,27.9,13.0,1.006
5/05/2018 02:00,23.2,11.1,12.8,1.006
5/05/2018 03:00,17.7,9.0,13.3,1.007
5/05/2018 04:00,16.5,4.7,13.1,1.007
5/05/2018 05:00,10.7,4.0,12.7,1.007
5/05/2018 06:00,12.0,5.5,12.5,1.008
5/05/2018 07:00,12.5,3.8,12.2,1.008
5/05/2018 08:00,7.6,,12.1,1.009
5/05/2018 09:00,15.7,,13.8,1.009
5/05/2018 10:00,15.7,-0.8,15.5,1.010
5/05/2018 11:00,13.3,8.7,17.8,1.010
5/05/2018 12:00,,,19.3,1.010
5/05/2018 13:00,,,19.7,1.009
5/05/2018 14:00,17.8,3.5,19.5,1.009
5/05/2018 15:00,17.2,12.5,19.6,1.009
5/05/2018 16:00,11.7,-0.1,19.5,1.009
5/05/2018 17:00,11.4,7.1,18.9,1.009
5/05/2018 18:00,15.1,2.4,18.2,1.010
5/05/2018 19:00,19.0,5.8,17.9,1.010
5/05/2018 20:00,16.3,5.6,17.2,1.011
5/05/2018 21:00,16.2,16.2,16.3,1.011
5/05/2018 22:00,16.1,,16.1,1.011
5/05/2018 23:00,16.2,11.8,16.1,1.011
6/05/2018 00:00,,,15.3,1.011
6/05/2018 01:00,19.8,13.5,14.2,1.010
6/05/2018 02:00,14.8,3.0,13.4,1.010
6/05/2018 03:00,8.9,4.6,13.0,1.010
6/05/2018 04:00,9.8,8.1,12.7,1.010
6/05/2018 05:00,7.5,3.7,12.5,1.010
6/05/2018 06:00,9.3,5.5,12.4,1.010
6/05/2018 07:00,8.0,1.0,12.1,1.010
6/05/2018 08:00,,,12.2,1.011
6/05/2018 09:00,,,13.5,1.011
6/05/2018 10:00,11.6,0.1,16.1,1.010
6/05/2018 11:00,6.4,,21.8,1.010
6/05/2018 12:00,18.8,2.2,22.4,1.009
6/05/2018 13:00,10.8,6.7,22.0,1.008
6/05/2018 14:00,16.1,8.0,21.3,1.007
6/05/2018 15:00,13.9,,20.8,1.006
6/05/2018 16:00,15.7,,20.7,1.005
6/05/2018 17:00,14.8,15.8,20.3,1.005
6/05/2018 18:00,19.2,5.1,19.0,1.004
6/05/2018 19:00,17.4,8.7,17.7,1.004
6/05/2018 20:00,12.6,0.6,16.5,1.004
6/05/2018 21:00,19.3,15.2,15.7,1.004
6/05/2018 22:00,21.2,11.1,15.3,1.003
