"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
1/06/2018 01:00,26.7,2.2,9.7,1.008
1/06/2018 02:00,22.6,5.1,10.3,1.007
1/06/2018 03:00,20.0,4.9,10.7,1.007
1/06/2018 04:00,14.9,7.8,9.0,1.007
1/06/2018 05:00,18.6,5.9,8.8,1.007
1/06/2018 06:00,16.2,4.5,9.2,1.007
1/06/2018 07:00,25.4,8.1,8.8,1.007
1/06/2018 08:00,26.5,8.6,8.6,1.008
1/06/2018 09:00,21.8,3.8,9.1,1.008
1/06/2018 10:00,21.7,2.8,13.1,1.008
1/06/2018 11:00,16.4,1.9,17.6,1.008
1/06/2018 12:00,20.6,6.7,16.4,1.007
1/06/2018 13:00,17.1,4.7,18.7,1.006
1/06/2018 14:00,17.6,7.1,19.7,1.006
1/06/2018 15:00,25.2,11.8,18.0,1.005
1/06/2018 16:00,33.4,8.2,16.5,1.005
1/06/2018 17:00,34.9,7.0,15.8,1.005
1/06/2018 18:00,37.4,9.3,14.3,1.005
1/06/2018 19:00,37.3,15.7,13.4,1.005
1/06/2018 20:00,31.7,14.2,12.7,1.005
1/06/2018 21:00,30.2,17.6,12.6,1.006
1/06/2018 22:00,27.1,13.1,12.2,1.005
1/06/2018 23:00,22.4,13.2,11.8,1.005
2/06/2018 00:00,21.8,8.1,11.9,1.005
2/06/2018 01:00,19.2,3.1,11.9,1.005
2/06/2018 02:00,14.5,6.4,11.9,1.005
2/06/2018 03:00,12.6,6.9,12.0,1.004
2/06/2018 04:00,13.5,2.2,11.4,1.004
2/06/2018 05:00,9.9,1.7,10.9,1.004
2/06/2018 06:00,12.9,6.7,10.7,1.004
2/06/2018 07:00,10.1,2.6,10.7,1.004
2/06/2018 08:00,15.8,3.5,10.5,1.005
2/06/2018 09:00,13.8,,11.4,1.006
2/06/2018 10:00,19.2,9.4,13.7,1.006
2/06/2018 11:00,13.1,5.4,17.0,1.006
2/06/2018 12:00,11.9,3.2,17.6,1.006
2/06/2018 13:00,19.6,2.9,18.8,1.005
2/06/2018 14:00,14.6,5.1,19.4,1.004
2/06/2018 15:00,23.8,7.4,19.2,1.004
2/06/2018 16:00,21.0,6.9,18.7,1.004
2/06/2018 17:00,18.9,15.2,17.8,1.004
