"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
1/01/2019 01:00,,9.3,19.0,0.534
1/01/2019 02:00,,11.5,18.0,0.536
1/01/2019 03:00,,5.5,17.7,0.551
1/01/2019 04:00,,5.0,17.5,0.545
1/01/2019 05:00,,4.8,16.7,0.544
1/01/2019 06:00,,4.9,16.7,0.543
1/01/2019 07:00,,3.2,18.0,0.545
1/01/2019 08:00,,-1.1,22.9,0.572
1/01/2019 09:00,,,26.6,0.571
1/01/2019 10:00,,2.5,27.8,0.552
1/01/2019 11:00,,2.4,28.6,0.546
1/01/2019 12:00,,,28.4,0.546
1/01/2019 13:00,,,30.2,0.550
1/01/2019 14:00,,9.9,30.7,0.543
1/01/2019 15:00,,10.1,30.2,0.540
1/01/2019 16:00,,4.8,30.8,0.537
1/01/2019 17:00,,6.5,29.2,0.539
1/01/2019 18:00,,2.1,27.2,0.537
1/01/2019 19:00,,9.2,25.8,0.540
1/01/2019 20:00,,5.5,24.1,0.537
1/01/2019 21:00,,1.1,22.7,0.541
1/01/2019 22:00,,7.0,22.1,0.539
1/01/2019 23:00,,4.4,21.8,0.552
2/01/2019 00:00,,-0.2,21.7,0.537
2/01/2019 01:00,,,21.2,0.536
2/01/2019 02:00,,-2.2,20.3,0.535
2/01/2019 03:00,,-0.8,19.4,0.538
2/01/2019 04:00,,-0.1,18.7,0.532
2/01/2019 05:00,,0.0,18.4,0.535
2/01/2019 06:00,,7.0,19.1,0.535
2/01/2019 07:00,,-1.0,19.8,0.534
2/01/2019 08:00,,3.9,23.3,0.533
2/01/2019 09:00,,-0.9,25.3,0.534
2/01/2019 10:00,,1.7,29.7,0.531
2/01/2019 11:00,,7.0,30.1,0.532
2/01/2019 12:00,,3.3,31.0,0.529
2/01/2019 13:00,,1.3,33.2,0.529
2/01/2019 14:00,,8.8,31.9,0.535
2/01/2019 15:00,,10.8,31.4,0.526
2/01/2019 16:00,,3.5,31.3,0.538
2/01/2019 17:00,,6.2,31.3,0.524
2/01/2019 18:00,,5.0,30.7,0.530
2/01/2019 19:00,,8.6,29.1,0.535
2/01/2019 20:00,,9.0,26.9,0.525
2/01/2019 21:00,,9.0,25.4,0.529
2/01/2019 22:00,,4.3,25.2,0.530
2/01/2019 23:00,,3.9,24.9,0.529
3/01/2019 00:00,,,24.3,0.527
3/01/2019 01:00,,,23.7,0.529
3/01/2019 02:00,,-0.5,23.6,0.529
3/01/2019 03:00,,1.4,23.2,0.538
3/01/2019 04:00,,3.2,23.4,0.527
3/01/2019 05:00,,3.9,23.9,0.526
3/01/2019 06:00,,6.1,24.8,0.530
3/01/2019 07:00,,3.9,25.9,0.530
3/01/2019 08:00,,3.6,30.1,0.535
3/01/2019 09:00,,6.8,33.5,0.537
3/01/2019 10:00,,1.4,36.9,0.525
3/01/2019 11:00,,3.4,40.1,0.530
3/01/2019 12:00,,5.6,41.3,0.523
3/01/2019 13:00,,3.2,42.0,0.522
3/01/2019 14:00,,4.3,40.1,0.522
3/01/2019 15:00,,6.7,38.4,0.520
3/01/2019 16:00,,5.2,37.6,0.518
3/01/2019 17:00,,8.9,38.4,0.519
3/01/2019 18:00,,6.0,38.7,0.520
3/01/2019 19:00,,3.7,37.7,0.517
3/01/2019 20:00,,9.9,35.1,0.517
3/01/2019 21:00,,9.6,33.1,0.521
3/01/2019 22:00,,8.3,32.1,0.522
3/01/2019 23:00,,6.5,32.0,0.518
4/01/2019 00:00,,2.9,32.5,0.515
4/01/2019 01:00,,,32.7,0.521
4/01/2019 02:00,,-2.1,32.4,0.514
4/01/2019 03:00,,3.9,32.7,0.513
4/01/2019 04:00,,3.0,32.7,0.515
4/01/2019 05:00,,2.8,29.1,0.515
4/01/2019 06:00,,,27.3,0.516
4/01/2019 07:00,,11.8,28.9,0.516
4/01/2019 08:00,,,30.0,0.519
4/01/2019 09:00,,,27.7,0.516
4/01/2019 10:00,,5.5,25.9,0.519
4/01/2019 11:00,,13.0,26.4,0.516
