"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
1/10/2018 01:00,9.1,,16.7,1.001
1/10/2018 02:00,6.4,0.3,16.2,1.001
1/10/2018 03:00,4.1,-0.6,15.8,1.000
1/10/2018 04:00,5.8,2.9,15.4,1.000
1/10/2018 05:00,7.5,0.6,15.3,1.000
1/10/2018 06:00,5.9,3.7,15.5,1.000
1/10/2018 07:00,8.3,1.1,15.9,1.000
1/10/2018 08:00,7.5,1.9,17.3,1.000
1/10/2018 09:00,5.7,3.3,20.3,1.000
1/10/2018 10:00,6.6,0.0,22.7,1.000
1/10/2018 11:00,4.8,1.0,25.3,1.000
1/10/2018 12:00,14.6,,24.3,1.000
1/10/2018 13:00,18.5,6.3,23.2,1.000
1/10/2018 14:00,18.1,4.3,22.9,0.999
1/10/2018 15:00,11.8,-1.1,23.1,0.998
1/10/2018 16:00,15.7,5.9,21.0,0.998
1/10/2018 17:00,17.1,10.5,20.6,0.997
1/10/2018 18:00,18.7,9.2,20.2,0.997
1/10/2018 19:00,19.9,8.2,20.0,0.998
1/10/2018 20:00,15.8,7.4,20.2,0.998
1/10/2018 21:00,19.8,5.7,20.1,0.998
1/10/2018 22:00,12.3,2.0,20.5,0.998
1/10/2018 23:00,12.9,0.3,20.8,0.997
2/10/2018 00:00,3.6,4.5,20.1,0.997
2/10/2018 01:00,7.7,,19.9,0.997
2/10/2018 02:00,6.9,0.8,19.7,0.996
2/10/2018 03:00,10.8,1.0,19.5,0.996
2/10/2018 04:00,4.3,1.0,19.2,0.995
2/10/2018 05:00,7.2,1.8,19.5,0.995
2/10/2018 06:00,8.0,1.2,19.2,0.995
2/10/2018 07:00,10.6,1.6,19.3,0.996
2/10/2018 08:00,11.5,3.1,20.9,0.996
2/10/2018 09:00,14.2,,24.5,0.995
2/10/2018 10:00,21.7,0.5,25.8,0.995
2/10/2018 11:00,20.1,3.7,26.6,0.994
2/10/2018 12:00,31.0,3.3,27.7,0.994
2/10/2018 13:00,34.1,7.3,28.2,0.993
2/10/2018 14:00,32.9,9.6,27.1,0.992
2/10/2018 15:00,29.8,6.4,26.2,0.992
2/10/2018 16:00,30.2,5.5,25.0,0.992
2/10/2018 17:00,28.9,7.3,24.2,0.992
2/10/2018 18:00,18.2,6.1,22.9,0.992
2/10/2018 19:00,17.9,7.4,22.3,0.993
2/10/2018 20:00,23.4,12.0,21.0,0.993
2/10/2018 21:00,17.5,0.0,18.2,0.996
2/10/2018 22:00,8.6,-2.3,16.6,0.995
2/10/2018 23:00,8.2,6.7,16.9,0.996
3/10/2018 00:00,19.8,5.3,16.3,0.995
3/10/2018 01:00,16.9,,15.7,0.995
3/10/2018 02:00,25.0,13.6,15.1,0.995
3/10/2018 03:00,25.1,11.2,14.4,0.995
3/10/2018 04:00,19.9,8.5,14.0,0.995
3/10/2018 05:00,12.9,3.5,13.8,0.995
3/10/2018 06:00,19.2,3.3,14.2,0.995
3/10/2018 07:00,28.8,9.1,14.6,0.996
3/10/2018 08:00,30.5,9.9,15.5,0.996
3/10/2018 09:00,33.2,18.8,16.0,0.997
3/10/2018 10:00,21.5,11.7,15.1,0.997
3/10/2018 11:00,14.8,10.6,14.8,0.997
3/10/2018 12:00,19.6,7.1,15.2,0.997
3/10/2018 13:00,22.1,8.9,17.0,0.997
3/10/2018 14:00,20.8,10.1,18.2,0.997
3/10/2018 15:00,16.2,8.8,18.5,0.996
3/10/2018 16:00,14.9,4.8,18.3,0.996
3/10/2018 17:00,19.3,,16.8,0.997
3/10/2018 18:00,13.3,2.1,15.1,0.997
3/10/2018 19:00,16.1,5.1,14.0,0.998
3/10/2018 20:00,12.1,3.3,13.2,0.999
3/10/2018 21:00,9.0,2.5,12.4,1.000
3/10/2018 22:00,5.4,3.3,12.1,1.001
3/10/2018 23:00,9.8,5.5,11.9,1.001
4/10/2018 00:00,6.4,6.5,11.4,1.001
4/10/2018 01:00,8.3,4.1,10.7,1.001
4/10/2018 02:00,10.3,2.8,11.0,1.001
4/10/2018 03:00,20.1,5.3,10.9,1.001
4/10/2018 04:00,18.9,13.5,10.9,1.001
4/10/2018 05:00,22.2,14.4,10.8,1.002
4/10/2018 06:00,15.4,7.3,10.8,1.002
4/10/2018 07:00,15.3,3.6,10.9,1.002
4/10/2018 08:00,15.3,2.2,11.3,1.003
4/10/2018 09:00,14.5,,11.8,1.003
4/10/2018 10:00,14.0,1.3,12.8,1.003
4/10/2018 11:00,11.6,5.0,13.4,1.003
4/10/2018 12:00,14.8,0.4,14.6,1.003
4/10/2018 13:00,23.2,3.7,15.0,1.003
