"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
1/08/2018 01:00,16.6,3.1,11.9,0.999
1/08/2018 02:00,12.0,5.5,11.7,0.999
1/08/2018 03:00,16.9,7.0,12.0,0.999
1/08/2018 04:00,14.2,4.0,11.8,0.998
1/08/2018 05:00,13.0,4.4,11.3,0.999
1/08/2018 06:00,5.8,5.1,11.2,0.999
1/08/2018 07:00,9.0,5.7,10.8,1.000
1/08/2018 08:00,8.0,4.9,10.8,1.000
1/08/2018 09:00,7.4,7.7,11.7,1.000
1/08/2018 10:00,22.4,4.4,12.9,1.001
1/08/2018 11:00,29.8,8.5,13.9,1.001
1/08/2018 12:00,26.9,11.2,15.7,1.001
1/08/2018 13:00,23.3,13.6,17.2,1.000
1/08/2018 14:00,27.0,16.9,17.2,0.999
1/08/2018 15:00,19.8,6.5,17.9,0.998
1/08/2018 16:00,19.6,8.3,17.3,0.998
1/08/2018 17:00,15.2,12.8,17.1,0.997
1/08/2018 18:00,23.9,10.4,15.6,0.997
1/08/2018 19:00,17.6,8.7,14.5,0.997
1/08/2018 20:00,27.9,7.0,13.1,0.997
1/08/2018 21:00,23.8,12.6,12.5,0.997
1/08/2018 22:00,20.6,9.9,12.5,0.996
1/08/2018 23:00,20.1,5.2,13.4,0.996
2/08/2018 00:00,10.9,-1.1,14.0,0.996
2/08/2018 01:00,11.6,15.3,13.7,0.995
2/08/2018 02:00,8.1,7.8,13.7,0.995
2/08/2018 03:00,10.0,2.2,13.7,0.994
2/08/2018 04:00,10.3,-0.1,14.2,0.994
2/08/2018 05:00,7.8,3.1,14.4,0.993
2/08/2018 06:00,6.4,0.3,14.6,0.992
2/08/2018 07:00,8.2,1.2,14.5,0.992
2/08/2018 08:00,10.7,-0.1,14.6,0.992
2/08/2018 09:00,8.1,11.0,15.6,0.991
2/08/2018 10:00,11.1,2.8,17.3,0.990
2/08/2018 11:00,8.1,1.3,20.8,0.990
2/08/2018 12:00,6.1,2.1,22.3,0.989
2/08/2018 13:00,13.5,-2.5,23.5,0.987
2/08/2018 14:00,13.8,3.7,23.9,0.986
2/08/2018 15:00,25.8,6.4,21.9,0.986
2/08/2018 16:00,25.7,5.5,20.8,0.986
2/08/2018 17:00,29.8,9.0,20.1,0.985
2/08/2018 18:00,34.1,3.9,19.7,0.985
2/08/2018 19:00,42.3,9.9,19.3,0.985
2/08/2018 20:00,88.2,13.9,19.1,0.985
2/08/2018 21:00,127.5,30.6,15.8,0.987
2/08/2018 22:00,102.8,25.8,13.1,0.987
2/08/2018 23:00,70.1,25.9,12.5,0.988
3/08/2018 00:00,52.5,20.5,12.2,0.987
3/08/2018 01:00,40.7,13.9,12.2,0.986
3/08/2018 02:00,40.3,16.1,12.3,0.985
3/08/2018 03:00,37.6,15.6,12.0,0.985
3/08/2018 04:00,27.8,16.9,11.5,0.984
3/08/2018 05:00,18.7,11.7,11.0,0.984
3/08/2018 06:00,5.5,3.4,10.9,0.984
3/08/2018 07:00,10.9,8.0,9.5,0.984
3/08/2018 08:00,13.8,8.5,9.2,0.984
3/08/2018 09:00,8.1,10.0,9.4,0.984
3/08/2018 10:00,10.1,8.8,9.9,0.985
3/08/2018 11:00,7.1,2.4,11.5,0.985
3/08/2018 12:00,18.4,11.5,13.0,0.985
3/08/2018 13:00,24.1,11.2,14.8,0.985
3/08/2018 14:00,33.8,13.3,13.6,0.986
3/08/2018 15:00,30.1,16.1,13.2,0.986
3/08/2018 16:00,27.2,7.4,13.4,0.987
3/08/2018 17:00,29.8,14.6,12.2,0.988
