"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
1/07/2019 01:00,10.3,4.7,6.6,1.006
1/07/2019 02:00,3.0,2.2,6.1,1.005
1/07/2019 03:00,6.4,2.5,6.0,1.005
1/07/2019 04:00,5.9,3.3,6.1,1.005
1/07/2019 05:00,5.9,-0.9,6.1,1.005
1/07/2019 06:00,9.8,3.0,6.1,1.005
1/07/2019 07:00,4.6,3.7,6.5,1.005
1/07/2019 08:00,8.2,5.2,6.9,1.005
1/07/2019 09:00,13.3,1.3,7.5,1.005
1/07/2019 10:00,10.1,1.2,8.4,1.005
1/07/2019 11:00,9.6,5.0,9.9,1.005
1/07/2019 12:00,15.6,2.4,11.3,1.005
1/07/2019 13:00,15.2,5.9,12.6,1.003
1/07/2019 14:00,10.4,4.1,12.2,1.003
1/07/2019 15:00,12.4,6.6,12.9,1.002
1/07/2019 16:00,17.3,3.7,11.9,1.002
1/07/2019 17:00,16.4,7.6,11.1,1.002
1/07/2019 18:00,19.5,7.1,10.0,1.002
1/07/2019 19:00,17.0,6.5,8.8,1.003
1/07/2019 20:00,18.8,6.7,7.9,1.003
1/07/2019 21:00,17.9,8.0,7.7,1.004
1/07/2019 22:00,13.8,6.6,8.3,1.004
1/07/2019 23:00,4.4,6.3,8.6,1.004
2/07/2019 00:00,12.9,2.0,8.6,1.004
2/07/2019 01:00,11.1,4.3,8.0,1.004
2/07/2019 02:00,8.1,1.4,7.0,1.004
2/07/2019 03:00,8.4,1.9,6.5,1.004
2/07/2019 04:00,5.6,2.9,6.3,1.004
2/07/2019 05:00,5.4,1.5,6.3,1.004
2/07/2019 06:00,10.2,3.4,6.9,1.004
2/07/2019 07:00,5.6,5.6,7.0,1.005
2/07/2019 08:00,10.7,3.2,7.4,1.006
2/07/2019 09:00,14.0,,8.2,1.007
2/07/2019 10:00,17.6,7.0,8.9,1.007
2/07/2019 11:00,17.7,5.8,9.6,1.008
2/07/2019 12:00,15.0,8.6,11.2,1.008
2/07/2019 13:00,20.3,10.2,12.5,1.007
2/07/2019 14:00,34.9,23.4,14.5,1.007
2/07/2019 15:00,33.6,23.9,13.7,1.007
2/07/2019 16:00,29.2,8.1,13.2,1.007
2/07/2019 17:00,28.5,11.4,12.5,1.008
2/07/2019 18:00,32.7,13.5,11.7,1.008
2/07/2019 19:00,34.8,12.8,10.5,1.009
2/07/2019 20:00,31.3,17.5,9.4,1.010
2/07/2019 21:00,21.5,15.2,9.2,1.010
2/07/2019 22:00,21.7,10.5,8.7,1.011
2/07/2019 23:00,21.8,12.4,8.6,1.011
3/07/2019 00:00,23.6,6.7,8.4,1.011
3/07/2019 01:00,23.2,17.8,7.5,1.011
3/07/2019 02:00,13.8,9.5,7.9,1.011
3/07/2019 03:00,10.7,3.5,8.6,1.011
3/07/2019 04:00,10.8,5.7,9.0,1.011
3/07/2019 05:00,16.5,5.3,8.5,1.011
3/07/2019 06:00,20.5,8.7,8.3,1.012
3/07/2019 07:00,25.7,11.5,8.1,1.013
3/07/2019 08:00,34.5,13.7,8.6,1.013
3/07/2019 09:00,35.5,12.0,9.8,1.014
3/07/2019 10:00,19.3,11.4,11.9,1.014
3/07/2019 11:00,10.3,3.1,12.9,1.015
3/07/2019 12:00,2.0,1.4,14.6,1.015
3/07/2019 13:00,5.1,1.8,15.8,1.014
3/07/2019 14:00,7.3,4.6,16.1,1.014
3/07/2019 15:00,16.0,5.5,14.3,1.014
3/07/2019 16:00,16.4,5.6,13.4,1.014
3/07/2019 17:00,13.1,10.6,12.5,1.014
3/07/2019 18:00,12.2,8.5,11.1,1.015
