"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
1/12/2018 01:00,,,20.3,0.964
1/12/2018 02:00,,1.9,21.0,0.963
1/12/2018 03:00,,-0.1,21.6,0.961
1/12/2018 04:00,,2.2,22.0,0.961
1/12/2018 05:00,,2.8,22.1,0.961
1/12/2018 06:00,,1.1,22.5,0.961
1/12/2018 07:00,,0.9,24.4,0.961
1/12/2018 08:00,,-0.4,27.1,0.960
1/12/2018 09:00,,0.6,31.0,0.959
1/12/2018 10:00,,6.1,33.7,0.959
1/12/2018 11:00,,5.8,33.5,0.958
1/12/2018 12:00,,6.6,30.8,0.957
1/12/2018 13:00,,4.2,30.7,0.956
1/12/2018 14:00,,5.0,29.1,0.955
1/12/2018 15:00,,,28.1,0.955
1/12/2018 16:00,,1.4,28.1,0.954
1/12/2018 17:00,,,25.5,0.954
1/12/2018 18:00,,4.0,21.8,0.956
1/12/2018 19:00,,10.9,19.5,0.957
1/12/2018 20:00,,8.1,17.9,0.958
1/12/2018 21:00,,12.9,17.4,0.960
1/12/2018 22:00,,20.8,17.2,0.960
1/12/2018 23:00,,5.1,16.9,0.960
2/12/2018 00:00,,2.4,15.8,0.960
2/12/2018 01:00,,,14.9,0.961
2/12/2018 02:00,,-1.3,14.3,0.960
2/12/2018 03:00,,13.2,14.8,0.961
2/12/2018 04:00,,22.5,14.5,0.961
2/12/2018 05:00,,20.3,14.5,0.962
2/12/2018 06:00,,15.1,14.8,0.963
2/12/2018 07:00,,6.8,15.1,0.964
2/12/2018 08:00,,5.9,15.5,0.964
2/12/2018 09:00,,13.8,15.9,0.965
2/12/2018 10:00,,6.5,18.4,0.965
2/12/2018 11:00,,12.3,18.0,0.965
2/12/2018 12:00,,5.7,19.2,0.965
2/12/2018 13:00,,4.9,18.7,0.965
2/12/2018 14:00,,8.2,18.5,0.965
2/12/2018 15:00,,6.8,18.4,0.966
2/12/2018 16:00,,8.7,17.8,0.966
2/12/2018 17:00,,12.1,17.6,0.965
2/12/2018 18:00,,11.8,17.6,0.966
2/12/2018 19:00,,6.1,17.2,0.966
2/12/2018 20:00,,-0.2,16.1,0.965
2/12/2018 21:00,,1.6,16.0,0.966
2/12/2018 22:00,,6.8,16.0,0.966
2/12/2018 23:00,,-0.2,15.9,0.966
3/12/2018 00:00,,6.5,15.9,0.966
3/12/2018 01:00,,4.7,16.1,0.966
3/12/2018 02:00,,-0.4,15.7,0.965
3/12/2018 03:00,,2.1,15.8,0.965
3/12/2018 04:00,,5.4,16.0,0.965
3/12/2018 05:00,,1.4,16.1,0.966
3/12/2018 06:00,,2.8,16.3,0.966
3/12/2018 07:00,,2.4,16.9,0.967
3/12/2018 08:00,,4.8,17.6,0.968
3/12/2018 09:00,,10.9,18.6,0.968
3/12/2018 10:00,,7.0,19.5,0.968
3/12/2018 11:00,,2.5,20.4,0.968
3/12/2018 12:00,,1.9,21.0,0.968
3/12/2018 13:00,,-2.7,21.1,0.968
3/12/2018 14:00,,3.4,20.6,0.968
3/12/2018 15:00,,3.7,20.8,0.967
3/12/2018 16:00,,3.3,20.8,0.967
3/12/2018 17:00,,6.2,20.7,0.967
3/12/2018 18:00,,2.4,20.2,0.967
3/12/2018 19:00,,3.9,19.7,0.967
3/12/2018 20:00,,2.9,18.2,0.968
3/12/2018 21:00,,-0.2,17.5,0.968
3/12/2018 22:00,,4.0,17.0,0.969
3/12/2018 23:00,,5.3,16.4,0.969
4/12/2018 00:00,,7.9,15.9,0.969
4/12/2018 01:00,,17.8,15.6,0.968
4/12/2018 02:00,,7.5,15.4,0.968
4/12/2018 03:00,,3.1,14.8,0.967
4/12/2018 04:00,,5.6,14.2,0.967
4/12/2018 05:00,,6.3,14.3,0.968
4/12/2018 06:00,,0.1,14.8,0.968
4/12/2018 07:00,,3.2,15.7,0.969
4/12/2018 08:00,,2.9,16.5,0.970
4/12/2018 09:00,,9.7,17.0,0.970
4/12/2018 10:00,,9.3,17.9,0.970
4/12/2018 11:00,,7.4,24.6,0.969
4/12/2018 12:00,,11.5,26.4,0.969
4/12/2018 13:00,,11.1,24.5,0.968
4/12/2018 14:00,,-1.0,23.6,0.967
4/12/2018 15:00,,5.1,24.3,0.966
4/12/2018 16:00,,10.0,24.2,0.965
4/12/2018 17:00,,3.6,22.8,0.965
4/12/2018 18:00,,2.0,22.1,0.966
4/12/2018 19:00,,-0.1,21.8,0.966
4/12/2018 20:00,,9.3,21.9,0.966
4/12/2018 21:00,,21.8,22.2,0.966
4/12/2018 22:00,,15.6,21.7,0.966
4/12/2018 23:00,,2.1,21.0,0.966
5/12/2018 00:00,,8.4,21.0,0.965
5/12/2018 01:00,,10.1,21.1,0.965
5/12/2018 02:00,,0.6,20.8,0.964
5/12/2018 03:00,,-2.4,20.6,0.964
5/12/2018 04:00,,1.5,20.0,0.964
5/12/2018 05:00,,6.2,20.7,0.964
5/12/2018 06:00,,2.2,21.0,0.964
5/12/2018 07:00,,4.3,23.4,0.964
5/12/2018 08:00,,,27.6,0.964
5/12/2018 09:00,,,30.2,0.964
5/12/2018 10:00,,-0.7,33.6,0.964
5/12/2018 11:00,,0.0,34.6,0.963
5/12/2018 12:00,,3.1,34.7,0.963
5/12/2018 13:00,,,33.3,0.962
5/12/2018 14:00,,5.2,32.7,0.961
5/12/2018 15:00,,5.2,32.3,0.960
5/12/2018 16:00,,2.3,31.9,0.960
5/12/2018 17:00,,,32.4,0.959
5/12/2018 18:00,,1.4,32.7,0.959
5/12/2018 19:00,,6.7,31.8,0.959
5/12/2018 20:00,,3.8,29.7,0.959
5/12/2018 21:00,,3.7,27.6,0.960
5/12/2018 22:00,,4.8,27.0,0.960
5/12/2018 23:00,,-0.4,27.0,0.959
6/12/2018 00:00,,1.6,26.4,0.959
6/12/2018 01:00,,11.9,26.8,0.958
6/12/2018 02:00,,5.8,26.9,0.958
6/12/2018 03:00,,2.4,26.5,0.958
6/12/2018 04:00,,-0.2,26.1,0.957
6/12/2018 05:00,,2.7,26.1,0.958
6/12/2018 06:00,,2.8,26.0,0.958
6/12/2018 07:00,,2.8,27.8,0.959
6/12/2018 08:00,,0.5,32.7,0.959
