Date/Time,O3 UVA ppm,O3 4hr UVA ppm,NO Chemiluminescence ppm,NO2 calc Chemiluminescence ppm,NOx Chemiluminescence ppm,SO2 UVF ppm,CO GPC ppm,CO 8hr GPC ppm
1/01/2015 1:00,,,0.004,0.017,0.02,,0.19,0.12
1/01/2015 2:00,,,,,,,0.14,0.14
1/01/2015 3:00,,,0.02,0.02,0.04,,,0.16
1/01/2015 4:00,,,0.002,0.013,0.015,,0.16,0.18
1/01/2015 5:00,,,0.002,0.008,0.009,,0.1,0.18
1/01/2015 6:00,,,0.003,0.013,0.015,,0.16,0.18
1/01/2015 7:00,,,0.005,0.013,0.018,,0.16,0.16
1/01/2015 8:00,,,0.05,0.015,0.066,,0.17,0.16
1/01/2015 9:00,,,0.044,0.018,0.062,,0.09,0.15
1/01/2015 10:00,,,0.013,0.01,0.024,,0.08,0.14
1/01/2015 11:00,,,0.015,0.012,0.026,,0.11,0.13
1/01/2015 12:00,,,0.007,0.007,0.014,,0.07,0.12
1/01/2015 13:00,,,0.006,0.007,0.012,,0.06,0.11
1/01/2015 14:00,,,0.005,0.008,0.013,,0.06,0.1
1/01/2015 15:00,,,0.008,0.009,0.016,,0.03,0.08
1/01/2015 16:00,,,0.012,0.009,0.02,,0.02,0.06
1/01/2015 17:00,,,0.032,0.023,0.055,,0.04,0.06
1/01/2015 18:00,,,0.008,0.009,0.016,,0.03,0.05
1/01/2015 19:00,,,0.013,0.012,0.025,,0.06,0.05
1/01/2015 20:00,,,0.016,0.017,0.034,,0.15,0.06
1/01/2015 21:00,,,0.002,0.016,0.018,,0.13,0.07
1/01/2015 22:00,,,0,0.009,0.009,,0.07,0.07
1/01/2015 23:00,,,0,0.004,0.004,,0.02,0.07
2/01/2015 0:00,,,0,0.003,0.003,,0.01,0.07
2/01/2015 1:00,,,0,0.002,0.002,,0.04,0.07
2/01/2015 2:00,,,0,0.002,0.001,,0.04,0.07
2/01/2015 3:00,,,0,0.001,0.001,,0.02,0.06
2/01/2015 4:00,,,0,0.001,0.001,,0.02,0.04
2/01/2015 5:00,,,0,0.002,0.002,,0.01,0.03
2/01/2015 6:00,,,0.003,0.009,0.012,,0.03,0.02
2/01/2015 7:00,,,0.006,0.013,0.019,,0.05,0.03
2/01/2015 8:00,,,0.026,0.022,0.048,,0.12,0.04
2/01/2015 9:00,,,0.016,0.018,0.034,,0.11,0.05
2/01/2015 10:00,,,0.028,0.02,0.048,,0.16,0.06
2/01/2015 11:00,,,0.043,0.026,0.069,,0.13,0.08
2/01/2015 12:00,,,0.084,0.024,0.108,,0.08,0.09
2/01/2015 13:00,,,0.067,0.028,0.095,,0.1,0.1
2/01/2015 14:00,,,0.033,0.023,0.056,,0.09,0.1
2/01/2015 15:00,,,0.034,0.025,0.059,,0.08,0.11
2/01/2015 16:00,,,,,,,0.12,0.11
2/01/2015 17:00,,,0.096,0.047,0.143,,0.15,0.11
2/01/2015 18:00,,,0.051,0.033,0.085,,0.11,0.11
2/01/2015 19:00,,,0.024,0.024,0.047,,0.13,0.11
2/01/2015 20:00,,,0.033,0.027,0.06,,0.11,0.11
2/01/2015 21:00,,,0.02,0.017,0.037,,0.18,0.12
2/01/2015 22:00,,,0.007,0.015,0.021,,0.14,0.13
2/01/2015 23:00,,,0.012,0.019,0.031,,0.14,0.14
3/01/2015 0:00,,,0.001,0.011,0.012,,0.09,0.13
3/01/2015 1:00,,,0,0.01,0.01,,0.11,0.13
3/01/2015 2:00,,,,,,,0.07,0.12
3/01/2015 3:00,,,0,0.005,0.005,,,0.12
3/01/2015 4:00,,,0,0.011,0.011,,0.93,0.24
3/01/2015 5:00,,,0,0.011,0.011,,0.88,0.34
3/01/2015 6:00,,,0.007,0.02,0.027,,0.75,0.42
3/01/2015 7:00,,,0.055,0.04,0.095,,1.1,0.55
3/01/2015 8:00,,,0.014,0.033,0.047,,0.51,0.6
