"Date/Time","O3 UVA ppm","O3 4hr UVA ppm","NO Chemiluminescence ppm","NO2 calc Chemiluminescence ppm","NOx Chemiluminescence ppm","SO2 UVF ppm","CO GPC ppm","CO 8hr GPC ppm"
1/01/2019 01:00,,,0.029,0.021,0.050,,0.18,0.07
1/01/2019 02:00,,,,,,,0.17,0.09
1/01/2019 03:00,,,0.018,0.016,0.033,,,0.11
1/01/2019 04:00,,,0.005,0.015,0.020,,0.14,0.12
1/01/2019 05:00,,,0.004,0.013,0.018,,0.11,0.13
1/01/2019 06:00,,,0.002,0.010,0.012,,0.08,0.13
1/01/2019 07:00,,,0.003,0.009,0.012,,0.06,0.13
1/01/2019 08:00,,,0.029,0.014,0.043,,0.07,0.12
1/01/2019 09:00,,,0.029,0.017,0.046,,0.05,0.10
1/01/2019 10:00,,,0.040,0.020,0.060,,0.09,0.09
1/01/2019 11:00,,,0.018,0.010,0.028,,0.11,0.09
1/01/2019 12:00,,,0.013,0.008,0.021,,0.13,0.09
1/01/2019 13:00,,,0.007,0.006,0.013,,0.16,0.10
1/01/2019 14:00,,,0.012,0.008,0.019,,0.12,0.10
1/01/2019 15:00,,,0.021,0.010,0.031,,0.12,0.11
1/01/2019 16:00,,,0.005,0.005,0.009,,0.09,0.11
1/01/2019 17:00,,,0.040,0.008,0.048,,0.06,0.11
1/01/2019 18:00,,,0.003,0.003,0.007,,0.06,0.11
1/01/2019 19:00,,,0.007,0.004,0.011,,0.06,0.10
1/01/2019 20:00,,,0.031,0.012,0.043,,0.06,0.09
1/01/2019 21:00,,,0.010,0.007,0.016,,0.05,0.08
1/01/2019 22:00,,,0.003,0.004,0.007,,0.06,0.07
1/01/2019 23:00,,,0.002,0.004,0.005,,0.08,0.06
2/01/2019 00:00,,,0.000,0.002,0.002,,0.06,0.06
2/01/2019 01:00,,,0.002,0.008,0.010,,0.10,0.06
2/01/2019 02:00,,,0.002,0.009,0.010,,0.11,0.07
2/01/2019 03:00,,,0.002,0.011,0.013,,0.12,0.08
2/01/2019 04:00,,,0.002,0.011,0.012,,0.13,0.09
2/01/2019 05:00,,,0.003,0.011,0.014,,0.13,0.10
2/01/2019 06:00,,,0.020,0.012,0.032,,0.17,0.11
2/01/2019 07:00,,,0.010,0.008,0.018,,0.16,0.12
2/01/2019 08:00,,,0.082,0.022,0.103,,0.25,0.15
2/01/2019 09:00,,,0.073,0.021,0.095,,0.23,0.16
2/01/2019 10:00,,,0.052,0.021,0.073,,0.22,0.17
2/01/2019 11:00,,,0.074,0.022,0.096,,0.21,0.19
2/01/2019 12:00,,,0.031,0.015,0.046,,0.20,0.19
2/01/2019 13:00,,,0.008,0.009,0.017,,0.17,0.20
2/01/2019 14:00,,,0.010,0.007,0.017,,0.14,0.20
2/01/2019 15:00,,,0.008,0.009,0.017,,0.13,0.19
2/01/2019 16:00,,,0.006,0.009,0.015,,0.13,0.18
2/01/2019 17:00,,,0.036,0.026,0.063,,0.13,0.17
2/01/2019 18:00,,,0.009,0.008,0.016,,0.13,0.15
2/01/2019 19:00,,,0.003,0.006,0.010,,0.12,0.14
2/01/2019 20:00,,,0.002,0.005,0.007,,0.09,0.13
2/01/2019 21:00,,,0.003,0.004,0.007,,0.09,0.12
2/01/2019 22:00,,,0.001,0.004,0.005,,0.07,0.11
2/01/2019 23:00,,,0.002,0.004,0.006,,0.08,0.11
3/01/2019 00:00,,,0.001,0.002,0.003,,0.10,0.10
3/01/2019 01:00,,,0.001,0.004,0.005,,0.09,0.10
3/01/2019 02:00,,,,,,,0.10,0.09
3/01/2019 03:00,,,0.001,0.005,0.006,,,0.09
3/01/2019 04:00,,,0.001,0.004,0.005,,0.10,0.09
3/01/2019 05:00,,,0.001,0.004,0.006,,0.09,0.09
3/01/2019 06:00,,,0.001,0.006,0.007,,0.09,0.09
3/01/2019 07:00,,,0.003,0.008,0.011,,0.10,0.10
3/01/2019 08:00,,,0.019,0.014,0.033,,0.14,0.10
3/01/2019 09:00,,,0.016,0.016,0.032,,0.12,0.11
3/01/2019 10:00,,,0.003,0.007,0.010,,0.10,0.10
3/01/2019 11:00,,,0.063,0.015,0.078,,0.10,0.10
3/01/2019 12:00,,,0.036,0.016,0.052,,0.10,0.10
3/01/2019 13:00,,,0.012,0.014,0.027,,0.08,0.10
3/01/2019 14:00,,,0.016,0.019,0.035,,0.06,0.10
3/01/2019 15:00,,,0.055,0.059,0.114,,0.09,0.10
3/01/2019 16:00,,,0.061,0.040,0.101,,0.07,0.09
3/01/2019 17:00,,,0.119,0.059,0.178,,0.11,0.09
3/01/2019 18:00,,,0.113,0.091,0.204,,0.08,0.09
3/01/2019 19:00,,,0.036,0.039,0.075,,0.10,0.09
3/01/2019 20:00,,,0.035,0.045,0.080,,0.33,0.11
3/01/2019 21:00,,,0.005,0.023,0.028,,0.19,0.13
3/01/2019 22:00,,,0.002,0.029,0.031,,0.28,0.15
3/01/2019 23:00,,,0.001,0.013,0.014,,0.15,0.16
4/01/2019 00:00,,,0.000,0.006,0.006,,0.06,0.16
4/01/2019 01:00,,,0.000,0.004,0.004,,0.07,0.16
4/01/2019 02:00,,,0.000,0.003,0.003,,0.06,0.16
4/01/2019 03:00,,,0.000,0.003,0.003,,0.06,0.15
4/01/2019 04:00,,,0.000,0.004,0.004,,0.06,0.12
4/01/2019 05:00,,,0.002,0.008,0.009,,0.12,0.11
4/01/2019 06:00,,,0.002,0.014,0.016,,0.17,0.09
4/01/2019 07:00,,,0.008,0.021,0.030,,0.20,0.10
4/01/2019 08:00,,,0.108,0.036,0.144,,0.32,0.13
4/01/2019 09:00,,,0.040,0.018,0.059,,0.23,0.15
4/01/2019 10:00,,,0.027,0.009,0.037,,0.21,0.17
4/01/2019 11:00,,,0.019,0.007,0.026,,0.22,0.19
4/01/2019 12:00,,,0.015,0.007,0.022,,0.22,0.21
4/01/2019 13:00,,,0.041,0.011,0.052,,0.20,0.22
4/01/2019 14:00,,,0.032,0.012,0.044,,0.19,0.22
4/01/2019 15:00,,,0.029,0.014,0.042,,0.19,0.22
4/01/2019 16:00,,,0.038,0.020,0.058,,0.17,0.20
4/01/2019 17:00,,,0.044,0.017,0.061,,0.17,0.20
4/01/2019 18:00,,,0.032,0.016,0.048,,0.14,0.19
4/01/2019 19:00,,,0.024,0.009,0.033,,0.13,0.18
4/01/2019 20:00,,,0.016,0.006,0.022,,0.12,0.16
4/01/2019 21:00,,,0.006,0.004,0.009,,0.13,0.15
4/01/2019 22:00,,,0.004,0.004,0.008,,0.14,0.15
4/01/2019 23:00,,,0.009,0.005,0.014,,0.12,0.14
5/01/2019 00:00,,,0.001,0.001,0.002,,0.13,0.13
5/01/2019 01:00,,,0.001,0.001,0.002,,0.08,0.12
5/01/2019 02:00,,,,,,,0.07,0.12
5/01/2019 03:00,,,0.001,0.001,0.002,,,0.11
5/01/2019 04:00,,,0.001,0.002,0.002,,0.07,0.10
5/01/2019 05:00,,,0.001,0.001,0.002,,0.06,0.09
5/01/2019 06:00,,,0.002,0.003,0.005,,0.07,0.09
5/01/2019 07:00,,,0.010,0.006,0.016,,0.08,0.08
5/01/2019 08:00,,,0.067,0.015,0.083,,0.08,0.07
5/01/2019 09:00,,,0.016,0.006,0.022,,0.07,0.07
5/01/2019 10:00,,,0.010,0.005,0.015,,0.06,0.07
5/01/2019 11:00,,,0.006,0.004,0.009,,0.07,0.07
5/01/2019 12:00,,,0.022,0.008,0.030,,0.06,0.07
5/01/2019 13:00,,,0.009,0.004,0.012,,0.07,0.07
5/01/2019 14:00,,,0.017,0.006,0.023,,0.09,0.07
5/01/2019 15:00,,,0.006,0.004,0.009,,0.09,0.07
5/01/2019 16:00,,,0.014,0.005,0.019,,0.10,0.08
5/01/2019 17:00,,,0.007,0.004,0.012,,0.10,0.08
5/01/2019 18:00,,,0.009,0.005,0.014,,0.07,0.08
5/01/2019 19:00,,,0.011,0.004,0.015,,0.06,0.08
5/01/2019 20:00,,,0.005,0.004,0.009,,0.05,0.08
5/01/2019 21:00,,,0.003,0.003,0.006,,0.07,0.08
5/01/2019 22:00,,,0.007,0.004,0.011,,0.08,0.08
5/01/2019 23:00,,,0.005,0.004,0.009,,0.09,0.08
6/01/2019 00:00,,,0.002,0.003,0.005,,0.07,0.08
6/01/2019 01:00,,,0.002,0.002,0.004,,0.08,0.07
6/01/2019 02:00,,,0.001,0.003,0.003,,0.08,0.07
6/01/2019 03:00,,,0.002,0.004,0.007,,0.09,0.08
6/01/2019 04:00,,,0.020,0.007,0.027,,0.08,0.08
6/01/2019 05:00,,,0.000,0.005,0.005,,0.08,0.08
6/01/2019 06:00,,,0.000,0.003,0.003,,0.08,0.08
6/01/2019 07:00,,,0.002,0.003,0.006,,0.10,0.08
6/01/2019 08:00,,,0.004,0.004,0.008,,0.13,0.09
6/01/2019 09:00,,,0.011,0.004,0.015,,0.08,0.09
6/01/2019 10:00,,,0.036,0.013,0.050,,0.10,0.09
6/01/2019 11:00,,,0.020,0.007,0.028,,0.12,0.10
6/01/2019 12:00,,,0.016,0.007,0.022,,0.11,0.10
6/01/2019 13:00,,,0.014,0.007,0.020,,0.11,0.10
6/01/2019 14:00,,,0.012,0.006,0.018,,0.12,0.11
6/01/2019 15:00,,,0.009,0.005,0.014,,0.11,0.11
6/01/2019 16:00,,,0.021,0.008,0.028,,0.12,0.11
6/01/2019 17:00,,,0.007,0.006,0.013,,0.11,0.11
6/01/2019 18:00,,,0.005,0.005,0.010,,0.10,0.11
6/01/2019 19:00,,,0.003,0.004,0.007,,0.09,0.11
6/01/2019 20:00,,,0.001,0.003,0.004,,0.08,0.10
6/01/2019 21:00,,,0.020,0.009,0.029,,0.10,0.10
6/01/2019 22:00,,,0.006,0.005,0.011,,0.11,0.10
6/01/2019 23:00,,,0.001,0.002,0.002,,0.08,0.10
7/01/2019 00:00,,,0.001,0.001,0.002,,0.08,0.09
