Date/Time,O3 UVA ppm,O3 4hr UVA ppm,NO Chemiluminescence ppm,NO2 calc Chemiluminescence ppm,NOx Chemiluminescence ppm,SO2 UVF ppm,CO GPC ppm,CO 8hr GPC ppm
1/12/2015 1:00,,,-0.001,0.002,0.001,,0.04,0.14
1/12/2015 2:00,,,-0.001,0.002,0.001,,0.04,0.12
1/12/2015 3:00,,,-0.001,0.002,0.001,,0.03,0.1
1/12/2015 4:00,,,-0.001,0.002,0.001,,0.02,0.09
1/12/2015 5:00,,,0.001,0.003,0.004,,0.02,0.07
1/12/2015 6:00,,,0.021,0.018,0.039,,0.08,0.06
1/12/2015 7:00,,,0.029,0.018,0.046,,0.08,0.05
1/12/2015 8:00,,,0.033,0.016,0.049,,0.19,0.06
1/12/2015 9:00,,,0.042,0.019,0.062,,0.16,0.08
1/12/2015 10:00,,,0.018,0.01,0.029,,0.12,0.09
1/12/2015 11:00,,,0.025,0.01,0.035,,0.1,0.1
1/12/2015 12:00,,,0.029,0.012,0.041,,0.1,0.11
1/12/2015 13:00,,,0.015,0.008,0.022,,0.06,0.11
1/12/2015 14:00,,,0.022,0.011,0.033,,0.05,0.11
1/12/2015 15:00,,,0.029,0.012,0.041,,0.05,0.11
1/12/2015 16:00,,,0.041,0.015,0.057,,0.07,0.09
1/12/2015 17:00,,,0.027,0.013,0.04,,0.03,0.07
1/12/2015 18:00,,,0.016,0.01,0.026,,0.02,0.06
1/12/2015 19:00,,,0.011,0.007,0.018,,0.01,0.05
1/12/2015 20:00,,,0.008,0.006,0.014,,0,0.04
1/12/2015 21:00,,,0.018,0.009,0.027,,0.01,0.03
1/12/2015 22:00,,,0.02,0.011,0.03,,0,0.02
1/12/2015 23:00,,,0.077,0.015,0.092,,0,0.02
2/12/2015 0:00,,,0,0.003,0.003,,-0.02,0
2/12/2015 1:00,,,0,0.003,0.003,,0.04,0
2/12/2015 2:00,,,,,,,0.03,0.01
2/12/2015 3:00,,,0,0.002,0.002,,,0
2/12/2015 4:00,,,0.001,0.004,0.005,,0.05,0.01
2/12/2015 5:00,,,0,0.005,0.005,,0.05,0.02
2/12/2015 6:00,,,0.005,0.012,0.016,,0.1,0.03
2/12/2015 7:00,,,0.045,0.018,0.063,,0.31,0.07
2/12/2015 8:00,,,0.035,0.017,0.053,,0.26,0.11
2/12/2015 9:00,,,0.037,0.017,0.054,,0.11,0.12
2/12/2015 10:00,,,0.035,0.017,0.052,,0.08,0.13
2/12/2015 11:00,,,0.031,0.01,0.041,,0.06,0.13
2/12/2015 12:00,,,0.026,0.013,0.04,,0.06,0.13
2/12/2015 13:00,,,0.048,0.014,0.062,,0.06,0.13
2/12/2015 14:00,,,0.047,0.013,0.059,,0.08,0.13
2/12/2015 15:00,,,0.046,0.018,0.064,,0.07,0.1
2/12/2015 16:00,,,0.052,0.021,0.072,,0.08,0.08
2/12/2015 17:00,,,0.044,0.019,0.063,,0.09,0.07
2/12/2015 18:00,,,0.029,0.013,0.041,,0.09,0.07
2/12/2015 19:00,,,0.03,0.011,0.04,,0.07,0.08
2/12/2015 20:00,,,0.007,0.007,0.014,,0.08,0.08
2/12/2015 21:00,,,0.015,0.009,0.024,,0.1,0.08
2/12/2015 22:00,,,0.008,0.008,0.016,,0.05,0.08
2/12/2015 23:00,,,0.014,0.005,0.019,,0.03,0.07
3/12/2015 0:00,,,0,0.003,0.003,,0.02,0.07
3/12/2015 1:00,,,-0.001,0.002,0.001,,0.03,0.06
3/12/2015 2:00,,,-0.001,0.008,0.007,,0.06,0.06
3/12/2015 3:00,,,-0.001,0.003,0.003,,0.03,0.05
3/12/2015 4:00,,,-0.001,0.003,0.003,,0.03,0.04
3/12/2015 5:00,,,0,0.008,0.008,,0.06,0.04
3/12/2015 6:00,,,0.007,0.012,0.019,,0.1,0.04
3/12/2015 7:00,,,0.014,0.013,0.027,,0.14,0.06
3/12/2015 8:00,,,0.012,0.01,0.021,,0.14,0.07
3/12/2015 9:00,,,0.029,0.014,0.042,,0.16,0.09
3/12/2015 10:00,,,0.016,0.009,0.025,,0.09,0.09
3/12/2015 11:00,,,0.02,0.013,0.033,,0.13,0.1
3/12/2015 12:00,,,0.02,0.017,0.037,,0.16,0.12
3/12/2015 13:00,,,0.088,0.031,0.119,,0.16,0.13
3/12/2015 14:00,,,0.048,0.03,0.078,,0.14,0.14
3/12/2015 15:00,,,0.047,0.032,0.08,,0.11,0.14
3/12/2015 16:00,,,0.057,0.042,0.099,,0.14,0.14
3/12/2015 17:00,,,0.055,0.036,0.09,,0.16,0.14
3/12/2015 18:00,,,0.014,0.019,0.033,,0.12,0.14
3/12/2015 19:00,,,0.031,0.019,0.05,,0.12,0.14
3/12/2015 20:00,,,0.003,0.009,0.012,,0.1,0.13
3/12/2015 21:00,,,0,0.006,0.006,,0.06,0.12
3/12/2015 22:00,,,0,0.004,0.004,,0.05,0.11
3/12/2015 23:00,,,0,0.003,0.003,,0.04,0.1
4/12/2015 0:00,,,-0.001,0.003,0.002,,0.04,0.09
4/12/2015 1:00,,,-0.001,0.004,0.003,,0.07,0.07
4/12/2015 2:00,,,,,,,0.09,0.07
4/12/2015 3:00,,,-0.001,0.005,0.004,,,0.06
4/12/2015 4:00,,,-0.001,0.005,0.004,,0.06,0.06
4/12/2015 5:00,,,0,0.006,0.005,,0.06,0.06
4/12/2015 6:00,,,0.003,0.013,0.016,,0.12,0.07
4/12/2015 7:00,,,0.019,0.02,0.039,,0.25,0.09
4/12/2015 8:00,,,0.057,0.026,0.083,,0.44,0.15
4/12/2015 9:00,,,0.025,0.023,0.047,,0.24,0.17
4/12/2015 10:00,,,0.043,0.025,0.068,,0.17,0.18
4/12/2015 11:00,,,0.049,0.018,0.067,,0.2,0.19
4/12/2015 12:00,,,0.016,0.016,0.032,,0.14,0.2
4/12/2015 13:00,,,0.078,0.044,0.122,,0.17,0.22
4/12/2015 14:00,,,0.09,0.041,0.13,,0.12,0.22
4/12/2015 15:00,,,0.064,0.046,0.11,,0.15,0.2
4/12/2015 16:00,,,0.162,0.084,0.247,,0.18,0.17
4/12/2015 17:00,,,0.086,0.052,0.137,,0.23,0.17
4/12/2015 18:00,,,0.035,0.041,0.076,,0.22,0.17
4/12/2015 19:00,,,0.011,0.019,0.03,,0.18,0.17
4/12/2015 20:00,,,0.008,0.013,0.021,,0.09,0.17
4/12/2015 21:00,,,0.003,0.01,0.013,,0.1,0.16
4/12/2015 22:00,,,0.001,0.01,0.01,,0.08,0.15
4/12/2015 23:00,,,0,0.005,0.005,,0.06,0.14
5/12/2015 0:00,,,-0.001,0.002,0.002,,0.04,0.13
5/12/2015 1:00,,,-0.001,0.002,0.002,,0.04,0.1
5/12/2015 2:00,,,-0.001,0.002,0.001,,0.04,0.08
5/12/2015 3:00,,,-0.001,0.002,0.001,,0.04,0.06
5/12/2015 4:00,,,-0.001,0.004,0.003,,0.05,0.06
5/12/2015 5:00,,,-0.001,0.003,0.002,,0.04,0.05
5/12/2015 6:00,,,-0.001,0.005,0.005,,0.06,0.05
5/12/2015 7:00,,,0.001,0.009,0.009,,0.11,0.05
5/12/2015 8:00,,,0.004,0.013,0.017,,0.14,0.07
5/12/2015 9:00,,,0.012,0.017,0.029,,0.19,0.08
5/12/2015 10:00,,,0.012,0.018,0.03,,0.16,0.1
5/12/2015 11:00,,,0.015,0.02,0.034,,0.15,0.11
5/12/2015 12:00,,,0.01,0.02,0.03,,0.14,0.13
5/12/2015 13:00,,,0.013,0.02,0.033,,0.12,0.14
5/12/2015 14:00,,,0.021,0.023,0.044,,0.09,0.14
5/12/2015 15:00,,,0.015,0.015,0.03,,0.06,0.13
5/12/2015 16:00,,,0.017,0.021,0.038,,0.07,0.12
5/12/2015 17:00,,,0.01,0.016,0.026,,0.1,0.11
5/12/2015 18:00,,,0.025,0.021,0.046,,0.09,0.1
5/12/2015 19:00,,,0.016,0.026,0.043,,0.13,0.1
5/12/2015 20:00,,,0.001,0.009,0.01,,0.15,0.1
5/12/2015 21:00,,,0.001,0.008,0.009,,0.05,0.09
5/12/2015 22:00,,,0.008,0.016,0.025,,0.06,0.09
5/12/2015 23:00,,,0.005,0.013,0.018,,0.06,0.09
6/12/2015 0:00,,,0.001,0.006,0.007,,0.04,0.09
6/12/2015 1:00,,,-0.001,0.003,0.003,,0.08,0.08
6/12/2015 2:00,,,,,,,0.09,0.08
6/12/2015 3:00,,,-0.001,0.003,0.002,,,0.08
6/12/2015 4:00,,,-0.001,0.004,0.003,,0.07,0.06
6/12/2015 5:00,,,0.001,0.007,0.008,,0.11,0.07
6/12/2015 6:00,,,-0.001,0.005,0.005,,0.09,0.08
6/12/2015 7:00,,,0.001,0.009,0.01,,0.18,0.09
6/12/2015 8:00,,,0.009,0.02,0.029,,0.2,0.11
6/12/2015 9:00,,,0.006,0.015,0.02,,0.18,0.13
6/12/2015 10:00,,,0.009,0.017,0.026,,0.18,0.14
6/12/2015 11:00,,,0.032,0.045,0.077,,0.24,0.16
6/12/2015 12:00,,,0.046,0.031,0.076,,0.17,0.17
6/12/2015 13:00,,,0.026,0.034,0.061,,0.12,0.17
6/12/2015 14:00,,,0.021,0.02,0.041,,0.11,0.17
6/12/2015 15:00,,,0.023,0.021,0.044,,0.11,0.17
6/12/2015 16:00,,,0.025,0.024,0.05,,0.13,0.16
6/12/2015 17:00,,,0.003,0.01,0.013,,0.13,0.15
6/12/2015 18:00,,,0.002,0.007,0.009,,0.11,0.14
6/12/2015 19:00,,,0.001,0.008,0.009,,0.09,0.12
6/12/2015 20:00,,,0,0.006,0.006,,0.07,0.11
6/12/2015 21:00,,,0,0.004,0.004,,0.09,0.11
6/12/2015 22:00,,,0,0.003,0.003,,0.07,0.1
6/12/2015 23:00,,,-0.001,0.002,0.001,,0.07,0.1
7/12/2015 0:00,,,-0.001,0.002,0.001,,0.07,0.09
7/12/2015 1:00,,,-0.001,0.002,0.001,,0.08,0.08
7/12/2015 2:00,,,-0.001,0.001,0,,0.08,0.08
7/12/2015 3:00,,,-0.001,0.001,0,,0.08,0.08
7/12/2015 4:00,,,-0.001,0.001,0,,0.09,0.08
7/12/2015 5:00,,,-0.001,0.002,0.001,,0.1,0.08
7/12/2015 6:00,,,0,0.004,0.004,,0.12,0.09
7/12/2015 7:00,,,0.003,0.01,0.013,,0.15,0.1
7/12/2015 8:00,,,0.017,0.021,0.038,,0.19,0.11
7/12/2015 9:00,,,0.016,0.023,0.039,,0.23,0.13
7/12/2015 10:00,,,0.016,0.026,0.042,,0.31,0.16
7/12/2015 11:00,,,0.033,0.038,0.071,,0.33,0.19
7/12/2015 12:00,,,0.027,0.031,0.058,,0.28,0.21
7/12/2015 13:00,,,0.022,0.027,0.049,,0.22,0.23
7/12/2015 14:00,,,0.064,0.042,0.105,,0.29,0.25
7/12/2015 15:00,,,0.064,0.054,0.118,,0.25,0.26
7/12/2015 16:00,,,0.102,0.076,0.178,,0.33,0.28
7/12/2015 17:00,,,0.085,0.047,0.132,,0.35,0.29
7/12/2015 18:00,,,0.026,0.026,0.052,,0.21,0.28
7/12/2015 19:00,,,0.03,0.031,0.06,,0.18,0.26
7/12/2015 20:00,,,0.013,0.015,0.029,,0.19,0.25
7/12/2015 21:00,,,0.006,0.017,0.023,,0.23,0.25
7/12/2015 22:00,,,0.048,0.024,0.072,,0.25,0.25
7/12/2015 23:00,,,0.007,0.009,0.016,,0.19,0.24
8/12/2015 0:00,,,-0.001,0.003,0.003,,0.2,0.23
8/12/2015 1:00,,,-0.001,0.004,0.003,,0.16,0.2
8/12/2015 2:00,,,,,,,0.15,0.2
8/12/2015 3:00,,,-0.001,0.004,0.003,,,0.19
8/12/2015 4:00,,,-0.001,0.008,0.007,,0.2,0.2
8/12/2015 5:00,,,-0.001,0.007,0.006,,0.16,0.19
8/12/2015 6:00,,,0.006,0.016,0.022,,0.24,0.18
8/12/2015 7:00,,,0.02,0.019,0.039,,0.33,0.2
8/12/2015 8:00,,,0.025,0.021,0.046,,0.34,0.22
8/12/2015 9:00,,,0.064,0.036,0.1,,0.27,0.24
8/12/2015 10:00,,,0.029,0.015,0.044,,0.2,0.24
8/12/2015 11:00,,,0.019,0.012,0.032,,0.2,0.24
8/12/2015 12:00,,,0.021,0.011,0.032,,0.19,0.24
8/12/2015 13:00,,,0.032,0.015,0.047,,0.17,0.24
8/12/2015 14:00,,,0.047,0.02,0.068,,0.17,0.23
8/12/2015 15:00,,,0.045,0.017,0.062,,0.18,0.21
8/12/2015 16:00,,,0.046,0.022,0.068,,0.19,0.2
8/12/2015 17:00,,,0.048,0.021,0.069,,0.18,0.19
