"Date/Time","O3 UVA ppm","O3 4hr UVA ppm","NO Chemiluminescence ppm","NO2 calc Chemiluminescence ppm","NOx Chemiluminescence ppm","SO2 UVF ppm","CO GPC ppm","CO 8hr GPC ppm"
1/06/2019 01:00,,,0.002,0.006,0.007,,0.18,0.28
1/06/2019 02:00,,,0.001,0.006,0.007,,0.20,0.26
1/06/2019 03:00,,,0.006,0.013,0.019,,0.27,0.26
1/06/2019 04:00,,,0.004,0.012,0.016,,0.23,0.25
1/06/2019 05:00,,,0.001,0.009,0.010,,0.23,0.24
1/06/2019 06:00,,,0.001,0.012,0.013,,0.21,0.23
1/06/2019 07:00,,,0.002,0.007,0.009,,0.15,0.22
1/06/2019 08:00,,,0.005,0.011,0.015,,0.15,0.20
1/06/2019 09:00,,,0.003,0.011,0.015,,0.16,0.20
1/06/2019 10:00,,,0.007,0.009,0.016,,0.16,0.19
1/06/2019 11:00,,,0.010,0.009,0.019,,0.20,0.19
1/06/2019 12:00,,,0.008,0.009,0.017,,0.23,0.18
1/06/2019 13:00,,,0.007,0.009,0.016,,0.19,0.18
1/06/2019 14:00,,,0.007,0.008,0.014,,0.18,0.18
1/06/2019 15:00,,,0.007,0.008,0.016,,0.17,0.18
1/06/2019 16:00,,,0.004,0.007,0.010,,0.18,0.18
1/06/2019 17:00,,,0.006,0.008,0.014,,0.18,0.19
1/06/2019 18:00,,,0.003,0.008,0.011,,0.18,0.19
1/06/2019 19:00,,,0.006,0.010,0.016,,0.22,0.19
1/06/2019 20:00,,,0.006,0.010,0.015,,0.24,0.19
1/06/2019 21:00,,,0.002,0.005,0.007,,0.18,0.19
1/06/2019 22:00,,,0.002,0.006,0.008,,0.17,0.19
1/06/2019 23:00,,,0.002,0.005,0.007,,0.16,0.19
2/06/2019 00:00,,,0.002,0.006,0.008,,0.17,0.19
2/06/2019 01:00,,,0.002,0.005,0.007,,0.15,0.18
2/06/2019 02:00,,,,,,,0.10,0.17
2/06/2019 03:00,,,0.001,0.004,0.005,,,0.17
2/06/2019 04:00,,,0.001,0.003,0.004,,0.09,0.15
2/06/2019 05:00,,,0.006,0.007,0.013,,0.10,0.13
2/06/2019 06:00,,,0.001,0.003,0.004,,0.08,0.12
2/06/2019 07:00,,,0.002,0.004,0.005,,0.09,0.11
2/06/2019 08:00,,,0.008,0.009,0.017,,0.14,0.11
2/06/2019 09:00,,,0.010,0.011,0.021,,0.14,0.11
2/06/2019 10:00,,,0.012,0.012,0.023,,0.24,0.13
2/06/2019 11:00,,,0.005,0.006,0.011,,0.14,0.13
2/06/2019 12:00,,,0.003,0.005,0.008,,0.12,0.13
2/06/2019 13:00,,,0.002,0.005,0.008,,0.15,0.14
2/06/2019 14:00,,,0.004,0.006,0.010,,0.15,0.15
2/06/2019 15:00,,,0.002,0.004,0.005,,0.11,0.15
2/06/2019 16:00,,,0.002,0.004,0.006,,0.10,0.14
2/06/2019 17:00,,,0.004,0.006,0.010,,0.12,0.14
2/06/2019 18:00,,,0.008,0.010,0.018,,0.15,0.13
2/06/2019 19:00,,,0.008,0.015,0.023,,0.18,0.14
2/06/2019 20:00,,,0.015,0.016,0.031,,0.29,0.16
2/06/2019 21:00,,,0.007,0.014,0.021,,0.24,0.17
2/06/2019 22:00,,,0.009,0.012,0.021,,0.20,0.17
2/06/2019 23:00,,,0.004,0.010,0.014,,0.24,0.19
3/06/2019 00:00,,,0.003,0.007,0.010,,0.18,0.20
3/06/2019 01:00,,,0.001,0.004,0.005,,0.10,0.20
3/06/2019 02:00,,,0.000,0.002,0.003,,0.09,0.19
3/06/2019 03:00,,,0.001,0.003,0.003,,0.08,0.18
3/06/2019 04:00,,,0.001,0.003,0.004,,0.06,0.15
3/06/2019 05:00,,,0.002,0.005,0.007,,0.06,0.13
3/06/2019 06:00,,,0.006,0.011,0.017,,0.08,0.11
3/06/2019 07:00,,,0.012,0.017,0.029,,0.17,0.10
3/06/2019 08:00,,,0.031,0.024,0.054,,0.21,0.11
3/06/2019 09:00,,,0.051,0.028,0.079,,0.30,0.13
3/06/2019 10:00,,,0.036,0.022,0.058,,0.22,0.15
3/06/2019 11:00,,,0.017,0.013,0.030,,0.65,0.22
3/06/2019 12:00,,,0.022,0.016,0.038,,0.15,0.23
3/06/2019 13:00,,,0.027,0.017,0.044,,0.07,0.23
3/06/2019 14:00,,,0.023,0.013,0.036,,0.06,0.23
3/06/2019 15:00,,,0.061,0.021,0.081,,0.08,0.22
3/06/2019 16:00,,,0.027,0.017,0.044,,0.10,0.20
3/06/2019 17:00,,,0.016,0.014,0.030,,0.15,0.19
3/06/2019 18:00,,,0.028,0.020,0.048,,0.28,0.19
3/06/2019 19:00,,,0.010,0.014,0.024,,0.19,0.14
3/06/2019 20:00,,,0.012,0.015,0.027,,0.14,0.13
3/06/2019 21:00,,,0.009,0.014,0.023,,0.15,0.14
3/06/2019 22:00,,,0.008,0.012,0.020,,0.15,0.16
3/06/2019 23:00,,,0.006,0.009,0.015,,0.12,0.16
4/06/2019 00:00,,,0.001,0.004,0.005,,0.08,0.16
4/06/2019 01:00,,,0.000,0.004,0.004,,0.09,0.15
4/06/2019 02:00,,,,,,,0.10,0.13
4/06/2019 03:00,,,0.000,0.003,0.004,,,0.12
4/06/2019 04:00,,,0.003,0.007,0.010,,0.14,0.12
4/06/2019 05:00,,,0.005,0.008,0.013,,0.13,0.12
4/06/2019 06:00,,,0.003,0.008,0.010,,0.14,0.11
4/06/2019 07:00,,,0.014,0.018,0.031,,0.23,0.13
4/06/2019 08:00,,,0.055,0.031,0.086,,0.34,0.16
4/06/2019 09:00,,,0.105,0.037,0.141,,0.55,0.23
4/06/2019 10:00,,,0.045,0.022,0.068,,0.33,0.26
4/06/2019 11:00,,,0.033,0.018,0.052,,0.15,0.25
4/06/2019 12:00,,,0.011,0.012,0.024,,0.14,0.25
4/06/2019 13:00,,,0.006,0.008,0.014,,0.09,0.25
4/06/2019 14:00,,,0.012,0.012,0.024,,0.10,0.24
4/06/2019 15:00,,,0.017,0.013,0.030,,0.16,0.23
4/06/2019 16:00,,,0.011,0.010,0.021,,0.15,0.21
4/06/2019 17:00,,,0.022,0.016,0.038,,0.23,0.17
4/06/2019 18:00,,,0.025,0.021,0.046,,0.32,0.17
4/06/2019 19:00,,,0.010,0.014,0.023,,0.20,0.18
4/06/2019 20:00,,,0.008,0.013,0.022,,0.24,0.19
4/06/2019 21:00,,,0.008,0.016,0.024,,0.24,0.21
4/06/2019 22:00,,,0.006,0.012,0.018,,0.21,0.22
4/06/2019 23:00,,,0.002,0.009,0.011,,0.19,0.22
5/06/2019 00:00,,,0.002,0.009,0.011,,0.16,0.23
5/06/2019 01:00,,,0.001,0.010,0.011,,0.17,0.22
5/06/2019 02:00,,,0.000,0.009,0.009,,0.20,0.20
5/06/2019 03:00,,,0.000,0.009,0.009,,0.17,0.20
5/06/2019 04:00,,,0.001,0.009,0.010,,0.15,0.19
5/06/2019 05:00,,,0.001,0.009,0.010,,0.13,0.17
5/06/2019 06:00,,,0.001,0.009,0.010,,0.10,0.16
5/06/2019 07:00,,,0.016,0.021,0.037,,0.21,0.16
5/06/2019 08:00,,,0.036,0.027,0.064,,0.30,0.18
5/06/2019 09:00,,,0.140,0.037,0.177,,0.76,0.25
