"Date/Time","O3 UVA ppm","O3 4hr UVA ppm","NO Chemiluminescence ppm","NO2 calc Chemiluminescence ppm","NOx Chemiluminescence ppm","SO2 UVF ppm","CO GPC ppm","CO 8hr GPC ppm"
1/05/2018 01:00,,,0.000,0.006,0.006,,0.04,0.27
1/05/2018 02:00,,,0.000,0.005,0.005,,0.07,0.24
1/05/2018 03:00,,,0.000,0.006,0.006,,0.21,0.19
1/05/2018 04:00,,,0.000,0.006,0.006,,0.22,0.16
1/05/2018 05:00,,,0.000,0.005,0.005,,0.09,0.16
1/05/2018 06:00,,,0.000,0.006,0.006,,0.04,0.15
1/05/2018 07:00,,,0.001,0.011,0.012,,0.08,0.10
1/05/2018 08:00,,,0.005,0.023,0.028,,0.12,0.11
1/05/2018 09:00,,,0.055,0.034,0.089,,0.34,0.15
1/05/2018 10:00,,,0.034,0.028,0.061,,0.29,0.17
1/05/2018 11:00,,,0.017,0.021,0.038,,0.17,0.17
1/05/2018 12:00,,,0.020,0.024,0.044,,0.15,0.16
1/05/2018 13:00,,,0.036,0.027,0.063,,0.18,0.17
1/05/2018 14:00,,,0.044,0.028,0.073,,0.22,0.19
1/05/2018 15:00,,,0.071,0.040,0.111,,0.22,0.21
1/05/2018 16:00,,,0.067,0.035,0.102,,0.23,0.23
1/05/2018 17:00,,,0.053,0.034,0.086,,0.26,0.22
1/05/2018 18:00,,,0.052,0.036,0.088,,0.47,0.24
1/05/2018 19:00,,,0.041,0.033,0.074,,0.49,0.28
1/05/2018 20:00,,,0.022,0.030,0.052,,0.36,0.30
1/05/2018 21:00,,,0.009,0.026,0.035,,0.41,0.33
1/05/2018 22:00,,,0.004,0.021,0.025,,0.43,0.36
1/05/2018 23:00,,,0.002,0.018,0.020,,0.35,0.38
2/05/2018 00:00,,,0.001,0.014,0.015,,0.18,0.37
2/05/2018 01:00,,,0.000,0.012,0.012,,0.17,0.36
2/05/2018 02:00,,,,,,,0.10,0.31
2/05/2018 03:00,,,0.001,0.008,0.008,,,0.27
2/05/2018 04:00,,,0.000,0.007,0.007,,0.08,0.23
2/05/2018 05:00,,,0.000,0.007,0.007,,0.05,0.18
2/05/2018 06:00,,,0.000,0.008,0.008,,0.05,0.13
2/05/2018 07:00,,,0.002,0.017,0.019,,0.12,0.10
2/05/2018 08:00,,,0.009,0.025,0.034,,0.16,0.10
2/05/2018 09:00,,,0.031,0.027,0.058,,0.26,0.11
2/05/2018 10:00,,,0.027,0.022,0.049,,0.21,0.13
2/05/2018 11:00,,,0.026,0.022,0.048,,0.14,0.13
2/05/2018 12:00,,,0.044,0.017,0.061,,,0.14
2/05/2018 13:00,,,0.025,0.022,0.047,,,0.15
2/05/2018 14:00,,,0.047,0.026,0.074,,,
2/05/2018 15:00,,,0.029,0.024,0.053,,,
2/05/2018 16:00,,,0.072,0.039,0.110,,,
2/05/2018 17:00,,,0.028,0.031,0.059,,,
2/05/2018 18:00,,,0.120,0.062,0.182,,,
2/05/2018 19:00,,,0.059,0.035,0.093,,,
2/05/2018 20:00,,,0.040,0.031,0.071,,,
2/05/2018 21:00,,,0.004,0.019,0.023,,,
2/05/2018 22:00,,,0.002,0.013,0.015,,,
2/05/2018 23:00,,,0.000,0.007,0.007,,,
3/05/2018 00:00,,,0.036,0.013,0.049,,,
3/05/2018 01:00,,,0.001,0.006,0.006,,,
3/05/2018 02:00,,,0.004,0.009,0.012,,,
3/05/2018 03:00,,,0.000,0.008,0.008,,,
3/05/2018 04:00,,,0.000,0.005,0.005,,,
3/05/2018 05:00,,,0.000,0.004,0.004,,,
3/05/2018 06:00,,,0.000,0.005,0.005,,,
3/05/2018 07:00,,,0.001,0.011,0.012,,,
3/05/2018 08:00,,,0.007,0.019,0.026,,,
3/05/2018 09:00,,,0.013,0.020,0.033,,,
3/05/2018 10:00,,,0.030,0.027,0.056,,,
3/05/2018 11:00,,,0.045,0.027,0.072,,,
3/05/2018 12:00,,,0.029,0.021,0.050,,,
3/05/2018 13:00,,,0.024,0.027,0.051,,,
3/05/2018 14:00,,,0.029,0.026,0.055,,0.26,
3/05/2018 15:00,,,0.035,0.024,0.059,,0.17,
3/05/2018 16:00,,,0.042,0.029,0.071,,0.14,
3/05/2018 17:00,,,0.056,0.032,0.087,,0.31,
3/05/2018 18:00,,,0.060,0.032,0.092,,0.51,
3/05/2018 19:00,,,0.060,0.035,0.094,,0.35,
3/05/2018 20:00,,,0.027,0.017,0.044,,0.21,0.29
3/05/2018 21:00,,,0.015,0.014,0.029,,0.21,0.28
3/05/2018 22:00,,,0.005,0.008,0.013,,0.21,0.27
3/05/2018 23:00,,,0.009,0.010,0.019,,0.24,0.28
4/05/2018 00:00,,,0.021,0.010,0.031,,0.25,0.29
4/05/2018 01:00,,,0.000,0.003,0.003,,-0.06,0.24
4/05/2018 02:00,,,,,,,-0.04,0.17
4/05/2018 03:00,,,0.000,0.002,0.002,,,0.14
4/05/2018 04:00,,,0.000,0.002,0.002,,-0.02,0.10
4/05/2018 05:00,,,0.000,0.003,0.003,,-0.01,0.07
4/05/2018 06:00,,,0.001,0.006,0.007,,0.02,0.05
4/05/2018 07:00,,,0.017,0.015,0.032,,0.02,0.02
4/05/2018 08:00,,,0.029,0.025,0.055,,0.07,0.00
4/05/2018 09:00,,,0.017,0.017,0.034,,0.07,0.01
4/05/2018 10:00,,,0.014,0.014,0.028,,0.04,0.03
4/05/2018 11:00,,,0.019,0.014,0.033,,0.06,0.03
4/05/2018 12:00,,,0.015,0.013,0.028,,0.07,0.04
4/05/2018 13:00,,,0.028,0.016,0.043,,0.11,0.06
4/05/2018 14:00,,,0.052,0.023,0.074,,0.17,0.08
4/05/2018 15:00,,,0.035,0.018,0.053,,0.14,0.09
4/05/2018 16:00,,,0.044,0.025,0.069,,0.16,0.10
4/05/2018 17:00,,,0.056,0.031,0.086,,0.18,0.12
4/05/2018 18:00,,,0.051,0.024,0.076,,0.26,0.14
4/05/2018 19:00,,,0.026,0.020,0.046,,0.23,0.17
4/05/2018 20:00,,,0.014,0.018,0.033,,0.28,0.19
4/05/2018 21:00,,,0.015,0.020,0.035,,0.28,0.21
4/05/2018 22:00,,,0.013,0.019,0.032,,0.29,0.23
4/05/2018 23:00,,,0.010,0.016,0.026,,0.29,0.25
5/05/2018 00:00,,,0.009,0.021,0.030,,0.49,0.28
5/05/2018 01:00,,,0.004,0.023,0.027,,0.21,0.29
5/05/2018 02:00,,,0.002,0.020,0.021,,0.13,0.27
5/05/2018 03:00,,,0.001,0.013,0.014,,0.02,0.24
5/05/2018 04:00,,,0.000,0.008,0.008,,-0.03,0.21
