"Date/Time","O3 UVA ppm","O3 4hr UVA ppm","NO Chemiluminescence ppm","NO2 calc Chemiluminescence ppm","NOx Chemiluminescence ppm","SO2 UVF ppm","CO GPC ppm","CO 8hr GPC ppm"
1/08/2019 01:00,,,0.001,0.007,0.009,,0.05,0.28
1/08/2019 02:00,,,,,,,-0.01,0.23
1/08/2019 03:00,,,0.001,0.006,0.007,,,0.21
1/08/2019 04:00,,,0.001,0.005,0.006,,0.15,0.19
1/08/2019 05:00,,,0.000,0.003,0.004,,0.14,0.16
1/08/2019 06:00,,,0.001,0.004,0.005,,0.13,0.12
1/08/2019 07:00,,,0.006,0.019,0.025,,0.21,0.12
1/08/2019 08:00,,,0.053,0.034,0.087,,0.33,0.14
1/08/2019 09:00,,,0.051,0.032,0.083,,0.37,0.18
1/08/2019 10:00,,,0.044,0.027,0.071,,0.28,0.22
1/08/2019 11:00,,,0.030,0.016,0.046,,0.22,0.23
1/08/2019 12:00,,,0.020,0.011,0.031,,0.19,0.23
1/08/2019 13:00,,,0.042,0.019,0.062,,0.22,0.24
1/08/2019 14:00,,,0.050,0.018,0.067,,0.22,0.25
1/08/2019 15:00,,,0.045,0.020,0.064,,0.24,0.26
1/08/2019 16:00,,,0.081,0.030,0.112,,0.29,0.25
1/08/2019 17:00,,,0.017,0.016,0.033,,0.29,0.24
1/08/2019 18:00,,,0.026,0.023,0.049,,0.32,0.25
1/08/2019 19:00,,,0.019,0.022,0.041,,0.33,0.26
1/08/2019 20:00,,,0.016,0.020,0.036,,0.38,0.29
1/08/2019 21:00,,,0.010,0.019,0.029,,0.36,0.30
1/08/2019 22:00,,,0.011,0.023,0.034,,0.42,0.33
1/08/2019 23:00,,,0.007,0.024,0.031,,0.49,0.36
2/08/2019 00:00,,,0.006,0.024,0.030,,0.50,0.38
2/08/2019 01:00,,,0.004,0.018,0.022,,0.45,0.40
2/08/2019 02:00,,,0.001,0.014,0.015,,0.36,0.41
2/08/2019 03:00,,,0.003,0.014,0.017,,0.35,0.41
2/08/2019 04:00,,,0.002,0.014,0.016,,0.30,0.40
2/08/2019 05:00,,,0.003,0.015,0.018,,0.26,0.39
2/08/2019 06:00,,,0.002,0.014,0.016,,0.23,0.36
2/08/2019 07:00,,,0.016,0.026,0.042,,0.41,0.35
2/08/2019 08:00,,,0.033,0.026,0.059,,0.48,0.35
2/08/2019 09:00,,,0.075,0.035,0.110,,0.42,0.35
2/08/2019 10:00,,,0.043,0.027,0.070,,0.28,0.34
2/08/2019 11:00,,,0.035,0.021,0.055,,0.24,0.33
2/08/2019 12:00,,,0.018,0.016,0.033,,0.22,0.32
2/08/2019 13:00,,,0.025,0.016,0.041,,0.23,0.31
2/08/2019 14:00,,,0.029,0.021,0.050,,0.24,0.32
2/08/2019 15:00,,,0.049,0.023,0.071,,0.23,0.29
2/08/2019 16:00,,,0.052,0.028,0.080,,0.29,0.27
2/08/2019 17:00,,,0.035,0.029,0.064,,0.27,0.25
2/08/2019 18:00,,,0.053,0.028,0.081,,0.40,0.27
2/08/2019 19:00,,,0.015,0.016,0.031,,0.32,0.28
2/08/2019 20:00,,,0.007,0.015,0.022,,0.32,0.29
2/08/2019 21:00,,,0.016,0.017,0.032,,0.37,0.31
2/08/2019 22:00,,,0.014,0.019,0.033,,0.52,0.34
2/08/2019 23:00,,,0.006,0.009,0.014,,0.26,0.35
3/08/2019 00:00,,,0.001,0.010,0.011,,0.26,0.34
3/08/2019 01:00,,,0.001,0.010,0.010,,0.06,0.32
3/08/2019 02:00,,,,,,,0.12,0.28
3/08/2019 03:00,,,0.001,0.006,0.007,,,0.27
3/08/2019 04:00,,,0.000,0.008,0.008,,0.29,0.26
3/08/2019 05:00,,,0.000,0.013,0.013,,0.31,0.25
3/08/2019 06:00,,,0.004,0.017,0.021,,0.32,0.23
3/08/2019 07:00,,,0.008,0.021,0.030,,0.31,0.23
3/08/2019 08:00,,,0.005,0.017,0.022,,0.31,0.24
3/08/2019 09:00,,,0.010,0.019,0.029,,0.28,0.27
3/08/2019 10:00,,,0.007,0.014,0.021,,0.24,0.29
3/08/2019 11:00,,,0.015,0.018,0.033,,0.28,0.29
3/08/2019 12:00,,,0.014,0.018,0.032,,0.27,0.29
3/08/2019 13:00,,,0.016,0.015,0.031,,0.25,0.28
3/08/2019 14:00,,,0.007,0.009,0.016,,0.19,0.27
3/08/2019 15:00,,,0.006,0.010,0.016,,0.17,0.25
3/08/2019 16:00,,,0.011,0.011,0.023,,0.19,0.24
3/08/2019 17:00,,,0.003,0.008,0.011,,0.20,0.23
3/08/2019 18:00,,,0.011,0.014,0.025,,0.24,0.23
3/08/2019 19:00,,,0.041,0.024,0.065,,0.32,0.23
3/08/2019 20:00,,,0.076,0.027,0.103,,0.35,0.24
3/08/2019 21:00,,,0.005,0.012,0.017,,0.31,0.25
