Date/Time,O3 UVA ppm,O3 4hr UVA ppm,NO Chemiluminescence ppm,NO2 calc Chemiluminescence ppm,NOx Chemiluminescence ppm,SO2 UVF ppm,CO GPC ppm,CO 8hr GPC ppm
1/03/2015 1:00,,,0.006,0.006,0.012,,0.2,0.28
1/03/2015 2:00,,,0.004,0.003,0.007,,0.17,0.27
1/03/2015 3:00,,,0.004,0.003,0.007,,0.15,0.24
1/03/2015 4:00,,,0.009,0.005,0.014,,0.13,0.22
1/03/2015 5:00,,,0.004,0.005,0.009,,0.14,0.21
1/03/2015 6:00,,,0.004,0.006,0.009,,0.18,0.2
1/03/2015 7:00,,,0.015,0.011,0.026,,0.16,0.18
1/03/2015 8:00,,,0.017,0.012,0.029,,0.15,0.16
1/03/2015 9:00,,,0.007,0.006,0.013,,0.2,0.16
1/03/2015 10:00,,,0.013,0.009,0.022,,0.17,0.16
1/03/2015 11:00,,,0.019,0.011,0.03,,0.19,0.17
1/03/2015 12:00,,,0.013,0.008,0.021,,0.2,0.18
1/03/2015 13:00,,,0.009,0.007,0.016,,0.16,0.18
1/03/2015 14:00,,,0.006,0.005,0.011,,0.17,0.18
1/03/2015 15:00,,,0.006,0.005,0.011,,0.17,0.18
1/03/2015 16:00,,,0.013,0.009,0.022,,0.17,0.18
1/03/2015 17:00,,,0.016,0.01,0.025,,0.17,0.18
1/03/2015 18:00,,,0.01,0.009,0.019,,0.17,0.17
1/03/2015 19:00,,,0.014,0.009,0.023,,0.19,0.17
1/03/2015 20:00,,,0.032,0.011,0.043,,0.24,0.18
1/03/2015 21:00,,,0.069,0.013,0.081,,0.2,0.18
1/03/2015 22:00,,,0.024,0.01,0.034,,0.22,0.19
1/03/2015 23:00,,,0.004,0.006,0.01,,0.15,0.19
2/03/2015 0:00,,,0,0.004,0.004,,0.13,0.18
2/03/2015 1:00,,,0,0.002,0.002,,0.12,0.18
2/03/2015 2:00,,,,,,,0.16,0.18
2/03/2015 3:00,,,0,0.004,0.004,,,0.17
2/03/2015 4:00,,,0,0.01,0.01,,0.17,0.16
2/03/2015 5:00,,,0.005,0.015,0.02,,0.18,0.16
2/03/2015 6:00,,,0.046,0.021,0.068,,0.21,0.16
