Date/Time,O3 UVA ppm,O3 4hr UVA ppm,NO Chemiluminescence ppm,NO2 calc Chemiluminescence ppm,NOx Chemiluminescence ppm,SO2 UVF ppm,CO GPC ppm,CO 8hr GPC ppm
1/04/2015 1:00,,,0.001,0.01,0.011,,0.1,0.27
1/04/2015 2:00,,,,,,,0.07,0.23
1/04/2015 3:00,,,0,0.004,0.005,,,0.18
1/04/2015 4:00,,,0,0.005,0.005,,0.04,0.13
1/04/2015 5:00,,,0,0.007,0.007,,0.04,0.09
1/04/2015 6:00,,,0.001,0.015,0.016,,0.08,0.08
1/04/2015 7:00,,,0.02,0.025,0.045,,0.19,0.09
1/04/2015 8:00,,,0.024,0.026,0.05,,0.25,0.1
1/04/2015 9:00,,,0.021,0.023,0.044,,0.22,0.12
1/04/2015 10:00,,,0.01,0.016,0.026,,0.15,0.13
1/04/2015 11:00,,,0.055,0.028,0.084,,0.18,0.14
1/04/2015 12:00,,,0.049,0.037,0.086,,0.22,0.17
1/04/2015 13:00,,,0.025,0.02,0.045,,0.17,0.18
1/04/2015 14:00,,,0.063,0.028,0.091,,0.31,0.21
1/04/2015 15:00,,,0.06,0.027,0.087,,0.21,0.21
1/04/2015 16:00,,,0.07,0.031,0.101,,0.22,0.21
1/04/2015 17:00,,,0.067,0.027,0.094,,0.4,0.23
1/04/2015 18:00,,,0.038,0.02,0.058,,0.21,0.24
1/04/2015 19:00,,,0.028,0.015,0.043,,0.23,0.25
1/04/2015 20:00,,,0.011,0.013,0.024,,0.26,0.25
1/04/2015 21:00,,,0.022,0.012,0.034,,0.19,0.25
1/04/2015 22:00,,,0.016,0.008,0.024,,0.16,0.23
1/04/2015 23:00,,,0.008,0.005,0.013,,0.11,0.22
2/04/2015 0:00,,,0.001,0,0.001,,0.05,0.2
2/04/2015 1:00,,,0,0.001,0.001,,0.04,0.16
2/04/2015 2:00,,,0,0.001,0.001,,0.03,0.13
2/04/2015 3:00,,,0,0,0,,0.02,0.11
2/04/2015 4:00,,,0.001,0.001,0.002,,0.01,0.08
2/04/2015 5:00,,,0.002,0.003,0.005,,0.03,0.06
2/04/2015 6:00,,,0.015,0.009,0.024,,0.04,0.04
2/04/2015 7:00,,,0.016,0.011,0.027,,0.11,0.04
2/04/2015 8:00,,,0.02,0.014,0.034,,0.15,0.05
2/04/2015 9:00,,,0.021,0.012,0.033,,0.13,0.07
2/04/2015 10:00,,,0.011,0.009,0.02,,0.09,0.07
2/04/2015 11:00,,,0.011,0.008,0.019,,0.11,0.09
2/04/2015 12:00,,,0.014,0.009,0.023,,0.19,0.11
2/04/2015 13:00,,,0.017,0.011,0.028,,0.2,0.13
